pgs_id,reported_trait,category
PGS019794,Fasting glucose,Metabolism & Hormones
PGS019818,Fasting glucose,Metabolism & Hormones
PGS019842,Fasting glucose,Metabolism & Hormones
PGS019866,Fasting glucose,Metabolism & Hormones
PGS019890,Fasting glucose,Metabolism & Hormones
PGS019911,Fasting glucose,Metabolism & Hormones
PGS000306,Fasting glucose (body mass index adjusted),Metabolism & Hormones
PGS000307,Fasting insulin,Metabolism & Hormones
PGS000836,Fasting insulin,Metabolism & Hormones
PGS001351,Fasting insulin,Metabolism & Hormones
PGS003466,Fasting insulin,Metabolism & Hormones
PGS005276,Fasting insulin adjusted for BMI,Metabolism & Hormones
PGS005277,Fasting insulin adjusted for BMI,Metabolism & Hormones
PGS005278,Fasting insulin adjusted for BMI,Metabolism & Hormones
PGS000308,Fasting insulin (body mass index adjusted),Metabolism & Hormones
PGS003336,Fasting plasma glucose,Metabolism & Hormones
PGS003345,Fasting plasma glucose,Metabolism & Hormones
PGS003426,Ferritin,Blood & Biomarkers
PGS001801,FEV1/FVC ratio,Lung & Respiratory
PGS002326,FEV1/FVC ratio,Lung & Respiratory
PGS002398,FEV1/FVC ratio,Lung & Respiratory
PGS002447,FEV1/FVC ratio,Lung & Respiratory
PGS002496,FEV1/FVC ratio,Lung & Respiratory
PGS002545,FEV1/FVC ratio,Lung & Respiratory
PGS002594,FEV1/FVC ratio,Lung & Respiratory
PGS002643,FEV1/FVC ratio,Lung & Respiratory
PGS002692,FEV1/FVC ratio,Lung & Respiratory
PGS003465,FEV1/FVC ratio,Lung & Respiratory
PGS001031,Fibroblastic disorders (time-to-event),Skin Health
PGS003455,Follicular lymphoma,Cancer
PGS001800,Forced expiratory volume (FEV1),Lung & Respiratory
PGS004433,Forced expiratory volume in 1-second (FEV1),Lung & Respiratory
PGS001918,"Forced expiratory volume in 1-second (FEV1), Best measure",Lung & Respiratory
PGS002134,"Forced expiratory volume in 1-second (FEV1), Best measure",Lung & Respiratory
PGS004435,"Forced expiratory volume in 1-second (FEV1), Best measure",Lung & Respiratory
PGS004437,"Forced expiratory volume in 1-second (FEV1), predicted",Lung & Respiratory
PGS004438,"Forced expiratory volume in 1-second (FEV1), predicted percentage",Lung & Respiratory
PGS002327,Forced vital capacity,Lung & Respiratory
PGS002399,Forced vital capacity,Lung & Respiratory
PGS002448,Forced vital capacity,Lung & Respiratory
PGS002497,Forced vital capacity,Lung & Respiratory
PGS002546,Forced vital capacity,Lung & Respiratory
PGS002595,Forced vital capacity,Lung & Respiratory
PGS002644,Forced vital capacity,Lung & Respiratory
PGS002693,Forced vital capacity,Lung & Respiratory
PGS004432,Forced vital capacity (FVC),Lung & Respiratory
PGS001922,"Forced vital capacity (FVC), Best measure",Lung & Respiratory
PGS002138,"Forced vital capacity (FVC), Best measure",Lung & Respiratory
PGS004436,"Forced vital capacity (FVC), Best measure",Lung & Respiratory
PGS001921,Fractured/broken bones in last 5 years,"Bone, Joint & Muscle Health"
PGS002137,Fractured/broken bones in last 5 years,"Bone, Joint & Muscle Health"
PGS004907,Free thyroxine concentration,Metabolism & Hormones
PGS001858,Functional digestive disorders,Digestive & Liver Health
PGS002069,Functional digestive disorders,Digestive & Liver Health
PGS004452,G47 (Sleep disorders),Brain & Mental Health
PGS004522,G47 (Sleep disorders),Brain & Mental Health
PGS004453,G56 (Mononeuropathies of upper limb),Brain & Mental Health
PGS004523,G56 (Mononeuropathies of upper limb),Brain & Mental Health
PGS000705,Gallstones,Digestive & Liver Health
PGS001256,Gallstones,Digestive & Liver Health
PGS000817,Gamma-glutamyl transferase,Digestive & Liver Health
PGS001964,Gamma-glutamyl transferase,Digestive & Liver Health
PGS002182,Gamma-glutamyl transferase,Digestive & Liver Health
PGS003344,Gamma-glutamyl transferase,Digestive & Liver Health
PGS003543,Gamma-glutamyl transferase,Digestive & Liver Health
PGS004336,Gamma glutamyltransferase (U/L),Digestive & Liver Health
PGS000683,Gamma-glutamyl transferase [U/L],Digestive & Liver Health
PGS001879,"Ganglion and cyst of synovium, tendon, and bursa","Bone, Joint & Muscle Health"
PGS002747,Gastrointestinal cancer,Cancer
PGS001399,GE / gI antigen for Varicella Zoster Virus,Infectious Diseases
PGS003458,General atopic disease,Immune & Autoimmune
PGS003488,General atopic disease (IL-12 related variants),Immune & Autoimmune
PGS003489,General atopic disease (IL-17 related variants),Immune & Autoimmune
PGS003487,General atopic disease (IL-4 related variants),Immune & Autoimmune
PGS018941,Generalized anxiety disorder,Brain & Mental Health
PGS018942,Generalized anxiety disorder,Brain & Mental Health
PGS018943,Generalized anxiety disorder,Brain & Mental Health
PGS018944,Generalized anxiety disorder,Brain & Mental Health
PGS018945,Generalized anxiety disorder,Brain & Mental Health
PGS001867,Genital prolapse,Reproductive Health
PGS002078,Genital prolapse,Reproductive Health
PGS002256,Gestational diabetes mellitus in early pregnancy,Metabolism & Hormones
PGS003587,Gestational hypertension,Cardiovascular & Cholesterol
PGS004585,Gestational thrombocytopenia,Reproductive Health
PGS019300,Gingival and periodontal diseases,Dental & Oral Health
PGS019301,Gingival and periodontal diseases,Dental & Oral Health
PGS019302,Gingival and periodontal diseases,Dental & Oral Health
PGS019303,Gingival and periodontal diseases,Dental & Oral Health
PGS019304,Gingival and periodontal diseases,Dental & Oral Health
PGS019305,Gingivitis,Dental & Oral Health
PGS019306,Gingivitis,Dental & Oral Health
PGS019307,Gingivitis,Dental & Oral Health
PGS019308,Gingivitis,Dental & Oral Health
PGS019309,Gingivitis,Dental & Oral Health
PGS000137,Glaucoma,Eye Health
PGS001322,Glaucoma,Eye Health
PGS001836,Glaucoma,Eye Health
PGS002043,Glaucoma,Eye Health
PGS002761,Glaucoma,Eye Health
PGS004765,Glaucoma,Eye Health
PGS004766,Glaucoma,Eye Health
PGS019036,Glaucoma,Eye Health
PGS019037,Glaucoma,Eye Health
PGS019038,Glaucoma,Eye Health
PGS019039,Glaucoma,Eye Health
PGS019040,Glaucoma,Eye Health
PGS001323,Glaucoma (time-to-event),Eye Health
PGS003384,Glioblastoma,Cancer
PGS000155,Glioma,Cancer
PGS000781,Glioma,Cancer
PGS001952,Glucose,Metabolism & Hormones
PGS002170,Glucose,Metabolism & Hormones
PGS002328,Glucose,Metabolism & Hormones
PGS002365,Glucose,Metabolism & Hormones
PGS002400,Glucose,Metabolism & Hormones
PGS002449,Glucose,Metabolism & Hormones
PGS002498,Glucose,Metabolism & Hormones
PGS002547,Glucose,Metabolism & Hormones
PGS002596,Glucose,Metabolism & Hormones
PGS002645,Glucose,Metabolism & Hormones
PGS002694,Glucose,Metabolism & Hormones
PGS002934,Glucose,Metabolism & Hormones
PGS002935,Glucose,Metabolism & Hormones
PGS002936,Glucose,Metabolism & Hormones
PGS002937,Glucose,Metabolism & Hormones
PGS002938,Glucose,Metabolism & Hormones
PGS002939,Glucose,Metabolism & Hormones
PGS002940,Glucose,Metabolism & Hormones
PGS002941,Glucose,Metabolism & Hormones
PGS002942,Glucose,Metabolism & Hormones
PGS002943,Glucose,Metabolism & Hormones
PGS002944,Glucose,Metabolism & Hormones
PGS002945,Glucose,Metabolism & Hormones
PGS002946,Glucose,Metabolism & Hormones
PGS002947,Glucose,Metabolism & Hormones
PGS002948,Glucose,Metabolism & Hormones
PGS002949,Glucose,Metabolism & Hormones
PGS002950,Glucose,Metabolism & Hormones
PGS002951,Glucose,Metabolism & Hormones
PGS002952,Glucose,Metabolism & Hormones
PGS002953,Glucose,Metabolism & Hormones
PGS000684,Glucose [mmol/L],Metabolism & Hormones
PGS002812,Gluteofemoral adipose tissue volumes adjusted for BMI and height,Metabolism & Hormones
PGS001953,Glycated haemoglobin (HbA1c),Metabolism & Hormones
PGS002171,Glycated haemoglobin (HbA1c),Metabolism & Hormones
PGS003533,Glycated haemoglobin (HbA1c),Metabolism & Hormones
PGS001352,Glycated haemoglobin levels (HbA1c),Metabolism & Hormones
PGS004337,Glycated haemoglobin (mmol/mol),Metabolism & Hormones
PGS019796,Glycated hemoglobin,Metabolism & Hormones
PGS019820,Glycated hemoglobin,Metabolism & Hormones
PGS019844,Glycated hemoglobin,Metabolism & Hormones
PGS019868,Glycated hemoglobin,Metabolism & Hormones
PGS019892,Glycated hemoglobin,Metabolism & Hormones
PGS019912,Glycated hemoglobin,Metabolism & Hormones
PGS001192,Gonarthrosis [arthrosis of knee] (time-to-event),"Bone, Joint & Muscle Health"
PGS000199,Gout,Metabolism & Hormones
PGS000711,Gout,Metabolism & Hormones
PGS001248,Gout,Metabolism & Hormones
PGS001789,Gout,Metabolism & Hormones
PGS001822,Gout,Metabolism & Hormones
PGS002030,Gout,Metabolism & Hormones
PGS002307,Gout,Metabolism & Hormones
PGS002762,Gout,Metabolism & Hormones
PGS003329,Gout,Metabolism & Hormones
PGS003990,Gout,Metabolism & Hormones
PGS004006,Gout,Metabolism & Hormones
PGS004018,Gout,Metabolism & Hormones
PGS004032,Gout,Metabolism & Hormones
PGS004047,Gout,Metabolism & Hormones
PGS004060,Gout,Metabolism & Hormones
PGS004076,Gout,Metabolism & Hormones
PGS004090,Gout,Metabolism & Hormones
PGS004114,Gout,Metabolism & Hormones
PGS004130,Gout,Metabolism & Hormones
PGS004144,Gout,Metabolism & Hormones
PGS004160,Gout,Metabolism & Hormones
PGS004222,Gout,Metabolism & Hormones
PGS004265,Gout,Metabolism & Hormones
PGS004266,Gout,Metabolism & Hormones
PGS004267,Gout,Metabolism & Hormones
PGS004268,Gout,Metabolism & Hormones
PGS004269,Gout,Metabolism & Hormones
PGS004767,Gout,Metabolism & Hormones
PGS004768,Gout,Metabolism & Hormones
PGS004871,Gout,Metabolism & Hormones
PGS004931,Gout,Metabolism & Hormones
PGS018822,Gout,Metabolism & Hormones
PGS018823,Gout,Metabolism & Hormones
PGS018824,Gout,Metabolism & Hormones
PGS018825,Gout,Metabolism & Hormones
PGS018826,Gout,Metabolism & Hormones
PGS018827,Gout,Metabolism & Hormones
PGS018816,Gout and other crystal arthropathies,Metabolism & Hormones
PGS018817,Gout and other crystal arthropathies,Metabolism & Hormones
PGS018818,Gout and other crystal arthropathies,Metabolism & Hormones
PGS018819,Gout and other crystal arthropathies,Metabolism & Hormones
PGS018820,Gout and other crystal arthropathies,Metabolism & Hormones
PGS018821,Gout and other crystal arthropathies,Metabolism & Hormones
PGS001249,Gout (time-to-event),Metabolism & Hormones
PGS018828,Gouty arthropathy,Metabolism & Hormones
PGS018829,Gouty arthropathy,Metabolism & Hormones
PGS018830,Gouty arthropathy,Metabolism & Hormones
PGS018831,Gouty arthropathy,Metabolism & Hormones
PGS018832,Gouty arthropathy,Metabolism & Hormones
PGS018833,Gouty arthropathy,Metabolism & Hormones
PGS018671,Graves disease,Metabolism & Hormones
PGS018672,Graves disease,Metabolism & Hormones
PGS018673,Graves disease,Metabolism & Hormones
PGS018674,Graves disease,Metabolism & Hormones
PGS018675,Graves disease,Metabolism & Hormones
PGS018676,Graves disease,Metabolism & Hormones
PGS005264,Graves' disease,Metabolism & Hormones
PGS005265,Graves' disease,Metabolism & Hormones
PGS005266,Graves' disease,Metabolism & Hormones
PGS004454,H26 (Other cataract),Eye Health
PGS004524,H26 (Other cataract),Eye Health
PGS001925,Haematocrit percentage,Blood & Biomarkers
PGS002141,Haematocrit percentage,Blood & Biomarkers
PGS003511,Haematocrit percentage,Blood & Biomarkers
PGS004348,Haematocrit percentage,Blood & Biomarkers
PGS001400,Haemoglobin concentration,Blood & Biomarkers
PGS001926,Haemoglobin concentration,Blood & Biomarkers
PGS002142,Haemoglobin concentration,Blood & Biomarkers
PGS003512,Haemoglobin concentration,Blood & Biomarkers
PGS004347,Haemoglobin concentration,Blood & Biomarkers
PGS001259,Hayfever/allergic rhinitis,Immune & Autoimmune
PGS000127,HbA1c,Metabolism & Hormones
PGS000128,HbA1c,Metabolism & Hormones
PGS000129,HbA1c,Metabolism & Hormones
PGS000130,HbA1c,Metabolism & Hormones
PGS000131,HbA1c,Metabolism & Hormones
PGS000132,HbA1c,Metabolism & Hormones
PGS000304,HbA1c,Metabolism & Hormones
PGS002331,HbA1c,Metabolism & Hormones
PGS002367,HbA1c,Metabolism & Hormones
PGS002403,HbA1c,Metabolism & Hormones
PGS002452,HbA1c,Metabolism & Hormones
PGS002501,HbA1c,Metabolism & Hormones
PGS002550,HbA1c,Metabolism & Hormones
PGS002599,HbA1c,Metabolism & Hormones
PGS002648,HbA1c,Metabolism & Hormones
PGS002697,HbA1c,Metabolism & Hormones
PGS003337,HbA1c,Metabolism & Hormones
PGS003346,HbA1c,Metabolism & Hormones
PGS003471,HbA1c,Metabolism & Hormones
PGS003987,HbA1c,Metabolism & Hormones
PGS004003,HbA1c,Metabolism & Hormones
PGS004029,HbA1c,Metabolism & Hormones
PGS004044,HbA1c,Metabolism & Hormones
PGS004057,HbA1c,Metabolism & Hormones
PGS004073,HbA1c,Metabolism & Hormones
PGS004087,HbA1c,Metabolism & Hormones
PGS004111,HbA1c,Metabolism & Hormones
PGS004127,HbA1c,Metabolism & Hormones
PGS004141,HbA1c,Metabolism & Hormones
PGS004157,HbA1c,Metabolism & Hormones
PGS004701,HbA1c,Metabolism & Hormones
PGS004702,HbA1c,Metabolism & Hormones
PGS004703,HbA1c,Metabolism & Hormones
PGS004704,HbA1c,Metabolism & Hormones
PGS000685,HbA1c [mmol/mol],Metabolism & Hormones
PGS000060,HDL cholesterol,Cardiovascular & Cholesterol
PGS000064,HDL cholesterol,Cardiovascular & Cholesterol
PGS000309,HDL cholesterol,Cardiovascular & Cholesterol
PGS000660,HDL cholesterol,Cardiovascular & Cholesterol
PGS000825,HDL cholesterol,Cardiovascular & Cholesterol
PGS000845,HDL cholesterol,Cardiovascular & Cholesterol
PGS001954,HDL cholesterol,Cardiovascular & Cholesterol
PGS002172,HDL cholesterol,Cardiovascular & Cholesterol
PGS002284,HDL cholesterol,Cardiovascular & Cholesterol
PGS002329,HDL cholesterol,Cardiovascular & Cholesterol
PGS002366,HDL cholesterol,Cardiovascular & Cholesterol
PGS002401,HDL cholesterol,Cardiovascular & Cholesterol
PGS002450,HDL cholesterol,Cardiovascular & Cholesterol
PGS002499,HDL cholesterol,Cardiovascular & Cholesterol
PGS002548,HDL cholesterol,Cardiovascular & Cholesterol
PGS002597,HDL cholesterol,Cardiovascular & Cholesterol
PGS002646,HDL cholesterol,Cardiovascular & Cholesterol
PGS002695,HDL cholesterol,Cardiovascular & Cholesterol
PGS002781,HDL cholesterol,Cardiovascular & Cholesterol
PGS002954,HDL cholesterol,Cardiovascular & Cholesterol
PGS002955,HDL cholesterol,Cardiovascular & Cholesterol
PGS002956,HDL cholesterol,Cardiovascular & Cholesterol
PGS002957,HDL cholesterol,Cardiovascular & Cholesterol
PGS002958,HDL cholesterol,Cardiovascular & Cholesterol
PGS002959,HDL cholesterol,Cardiovascular & Cholesterol
PGS002960,HDL cholesterol,Cardiovascular & Cholesterol
PGS002961,HDL cholesterol,Cardiovascular & Cholesterol
PGS002962,HDL cholesterol,Cardiovascular & Cholesterol
PGS002963,HDL cholesterol,Cardiovascular & Cholesterol
PGS003338,HDL cholesterol,Cardiovascular & Cholesterol
PGS003347,HDL cholesterol,Cardiovascular & Cholesterol
PGS003534,HDL cholesterol,Cardiovascular & Cholesterol
PGS003767,HDL cholesterol,Cardiovascular & Cholesterol
PGS003768,HDL cholesterol,Cardiovascular & Cholesterol
PGS003769,HDL cholesterol,Cardiovascular & Cholesterol
PGS003770,HDL cholesterol,Cardiovascular & Cholesterol
PGS003771,HDL cholesterol,Cardiovascular & Cholesterol
PGS003772,HDL cholesterol,Cardiovascular & Cholesterol
PGS003773,HDL cholesterol,Cardiovascular & Cholesterol
PGS003774,HDL cholesterol,Cardiovascular & Cholesterol
PGS003775,HDL cholesterol,Cardiovascular & Cholesterol
PGS003776,HDL cholesterol,Cardiovascular & Cholesterol
PGS003777,HDL cholesterol,Cardiovascular & Cholesterol
PGS003778,HDL cholesterol,Cardiovascular & Cholesterol
PGS003779,HDL cholesterol,Cardiovascular & Cholesterol
PGS003780,HDL cholesterol,Cardiovascular & Cholesterol
PGS003781,HDL cholesterol,Cardiovascular & Cholesterol
PGS003782,HDL cholesterol,Cardiovascular & Cholesterol
PGS003783,HDL cholesterol,Cardiovascular & Cholesterol
PGS003856,HDL cholesterol,Cardiovascular & Cholesterol
PGS003875,HDL cholesterol,Cardiovascular & Cholesterol
PGS003876,HDL cholesterol,Cardiovascular & Cholesterol
